Genesis 31:18	152	Isaac	isaac	isaac
Genesis 31:19	43	Rachel	rachel	rachel
Genesis 31:20	0	Jacob	jacob	jacob
Genesis 31:22	37	Jacob	jacob	jacob
Genesis 31:24	109	Jacob	jacob	jacob
Genesis 31:25	21	Jacob	jacob	jacob
Genesis 31:25	32	Jacob	jacob	jacob
Genesis 31:26	14	Jacob	jacob	jacob
Genesis 31:29	138	Jacob	jacob	jacob
Genesis 31:31	0	Jacob	jacob	jacob
Genesis 31:32	118	Jacob	jacob	jacob
Genesis 31:32	141	Rachel	rachel	rachel
Genesis 31:33	16	Jacob	jacob	jacob
Genesis 31:33	35	Leah	leah	leah
Genesis 31:33	134	Leah	leah	leah
Genesis 31:33	164	Rachel	rachel	rachel
Genesis 31:34	4	Rachel	rachel	rachel
Genesis 31:36	0	Jacob	jacob	jacob
Genesis 31:36	40	Jacob	jacob	jacob
Genesis 31:42	40	Abraham	abraham	abraham
Genesis 31:42	65	Isaac	isaac	isaac
Genesis 31:43	15	Jacob	jacob	jacob
Genesis 31:45	0	Jacob	jacob	jacob
Genesis 31:46	0	Jacob	jacob	jacob
Genesis 31:47	37	Jacob	jacob	jacob
Genesis 31:51	14	Jacob	jacob	jacob
Genesis 31:53	11	Abraham	abraham	abraham
Genesis 31:53	91	Jacob	jacob	jacob
Genesis 31:53	130	Isaac	isaac	isaac
Genesis 31:54	0	Jacob	jacob	jacob
Genesis 32:1	0	Jacob	jacob	jacob
Genesis 32:2	18	Jacob	jacob	jacob
Genesis 32:3	0	Jacob	jacob	jacob
Genesis 32:3	41	Esau	esau	esau
Genesis 32:3	94	Edom	esau	edom
Genesis 32:4	65	Esau	esau	esau
Genesis 32:4	99	Jacob	jacob	jacob
Genesis 32:6	27	Jacob	jacob	jacob
Genesis 32:6	67	Esau	esau	esau
Genesis 32:7	5	Jacob	jacob	jacob
Genesis 32:8	17	Esau	esau	esau
Genesis 32:9	0	Jacob	jacob	jacob
Genesis 32:9	30	Abraham	abraham	abraham
Genesis 32:9	60	Isaac	isaac	isaac
Genesis 32:11	64	Esau	esau	esau
Genesis 32:13	84	Esau	esau	esau
Genesis 32:17	41	Esau	esau	esau
Genesis 32:18	44	Jacob	jacob	jacob
Genesis 32:18	86	Esau	esau	esau
Genesis 32:19	118	Esau	esau	esau
Genesis 32:20	57	Jacob	jacob	jacob
Genesis 32:24	0	Jacob	jacob	jacob
Genesis 32:25	102	Jacob	jacob	jacob
Genesis 32:26	47	Jacob	jacob	jacob
Genesis 32:27	47	Jacob	jacob	jacob
Genesis 32:28	45	Jacob	jacob	jacob
Genesis 32:29	0	Jacob	jacob	jacob
Genesis 32:30	0	Jacob	jacob	jacob
Genesis 32:32	148	Jacob	jacob	jacob
Genesis 33:1	0	Jacob	jacob	jacob
Genesis 33:1	51	Esau	esau	esau
Genesis 33:1	131	Leah	leah	leah
Genesis 33:1	137	Rachel	rachel	rachel
Genesis 33:2	49	Leah	leah	leah
Genesis 33:2	82	Rachel	rachel	rachel
Genesis 33:2	93	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 33:4	0	Esau	esau	esau
Genesis 33:7	0	Leah	leah	leah
Genesis 33:7	72	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 33:7	94	Rachel	rachel	rachel
Genesis 33:8	0	Esau	esau	esau
Genesis 33:8	63	Jacob	jacob	jacob
Genesis 33:9	0	Esau	esau	esau
Genesis 33:10	0	Jacob	jacob	jacob
Genesis 33:12	0	Esau	esau	esau
Genesis 33:13	0	Jacob	jacob	jacob
Genesis 33:15	0	Esau	esau	esau
Genesis 33:16	3	Esau	esau	esau
Genesis 33:17	0	Jacob	jacob	jacob
Genesis 33:18	0	Jacob	jacob	jacob
Genesis 34:1	23	Leah	leah	leah
Genesis 34:1	46	Jacob	jacob	jacob
Genesis 34:3	42	Jacob	jacob	jacob
Genesis 34:5	4	Jacob	jacob	jacob
Genesis 34:5	108	Jacob	jacob	jacob
Genesis 34:6	40	Jacob	jacob	jacob
Genesis 34:7	12	Jacob	jacob	jacob
Genesis 34:7	159	Jacob	jacob	jacob
Genesis 34:13	12	Jacob	jacob	jacob
Genesis 34:19	70	Jacob	jacob	jacob
Genesis 34:25	46	Jacob	jacob	jacob
Genesis 34:25	60	Simeon	-	simeon-at-the-temple
Genesis 34:25	71	Levi	-	matthew-levi
Genesis 34:27	0	Jacob	jacob	jacob
Genesis 34:30	0	Jacob	jacob	jacob
Genesis 34:30	14	Simeon	-	simeon-at-the-temple
Genesis 34:30	25	Levi	-	matthew-levi
Genesis 35:1	12	Jacob	jacob	jacob
Genesis 35:1	139	Esau	esau	esau
Genesis 35:2	5	Jacob	jacob	jacob
Genesis 35:4	13	Jacob	jacob	jacob
Genesis 35:4	111	Jacob	jacob	jacob
Genesis 35:5	111	Jacob	jacob	jacob
Genesis 35:6	3	Jacob	jacob	jacob
Genesis 35:8	0	Deborah	-	deborah
Genesis 35:8	9	Rebekah	rebekah	rebekah
Genesis 35:9	16	Jacob	jacob	jacob
Genesis 35:10	31	Jacob	jacob	jacob
Genesis 35:10	61	Jacob	jacob	jacob
Genesis 35:12	25	Abraham	abraham	abraham
Genesis 35:12	37	Isaac	isaac	isaac
Genesis 35:14	0	Jacob	jacob	jacob
Genesis 35:15	0	Jacob	jacob	jacob
Genesis 35:16	81	Rachel	rachel	rachel
Genesis 35:19	0	Rachel	rachel	rachel
Genesis 35:20	0	Jacob	jacob	jacob
Genesis 35:20	62	Rachel	rachel	rachel
Genesis 35:22	130	Jacob	jacob	jacob
Genesis 35:23	12	Leah	leah	leah
Genesis 35:23	26	Jacob	jacob	jacob
Genesis 35:23	46	Simeon	-	simeon-at-the-temple
Genesis 35:23	54	Levi	-	matthew-levi
Genesis 35:24	12	Rachel	rachel	rachel
Genesis 35:24	20	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 35:25	20	Rachel	rachel	rachel
Genesis 35:26	20	Leah	leah	leah
Genesis 35:26	74	Jacob	jacob	jacob
Genesis 35:27	0	Jacob	jacob	jacob
Genesis 35:27	14	Isaac	isaac	isaac
Genesis 35:27	83	Abraham	abraham	abraham
Genesis 35:27	95	Isaac	isaac	isaac
Genesis 35:28	12	Isaac	isaac	isaac
Genesis 35:29	0	Isaac	isaac	isaac
Genesis 35:29	90	Esau	esau	esau
Genesis 35:29	99	Jacob	jacob	jacob
Genesis 36:1	46	Esau	esau	esau
Genesis 36:1	61	Edom	esau	edom
Genesis 36:2	0	Esau	esau	esau
Genesis 36:4	13	Esau	esau	esau
Genesis 36:5	63	Esau	esau	esau
Genesis 36:6	0	Esau	esau	esau
Genesis 36:6	234	Jacob	jacob	jacob
Genesis 36:8	0	Esau	esau	esau
Genesis 36:8	40	Esau	esau	esau
Genesis 36:8	48	Edom	esau	edom
Genesis 36:9	42	Esau	esau	esau
Genesis 36:10	23	Esau	esau	esau
Genesis 36:10	74	Esau	esau	esau
Genesis 36:10	124	Esau	esau	esau
Genesis 36:12	32	Esau	esau	esau
Genesis 36:12	104	Esau	esau	esau
Genesis 36:13	37	Zerah	zerah-son-of-judah	zerah-son-of-judah
Genesis 36:13	98	Esau	esau	esau
Genesis 36:14	81	Esau	esau	esau
Genesis 36:14	106	Esau	esau	esau
Genesis 36:15	36	Esau	esau	esau
Genesis 36:15	79	Esau	esau	esau
Genesis 36:16	96	Edom	esau	edom
Genesis 36:17	29	Esau	esau	esau
Genesis 36:17	61	Zerah	zerah-son-of-judah	zerah-son-of-judah
Genesis 36:17	151	Edom	esau	edom
Genesis 36:17	189	Esau	esau	esau
Genesis 36:18	34	Esau	esau	esau
Genesis 36:18	152	Esau	esau	esau
Genesis 36:19	22	Esau	esau	esau
Genesis 36:19	37	Edom	esau	edom
Genesis 36:21	108	Edom	esau	edom
Genesis 36:31	47	Edom	esau	edom
Genesis 36:32	34	Edom	esau	edom
Genesis 36:33	33	Zerah	zerah-son-of-judah	zerah-son-of-judah
Genesis 36:40	48	Esau	esau	esau
Genesis 36:43	55	Edom	esau	edom
Genesis 36:43	133	Esau	esau	esau
Genesis 37:1	0	Jacob	jacob	jacob
Genesis 37:2	42	Jacob	jacob	jacob
Genesis 37:2	49	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:2	194	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:3	17	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:5	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:13	15	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:17	82	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:23	5	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:23	48	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:28	69	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:28	101	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:28	169	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:29	41	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:31	10	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:33	83	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 37:34	0	Jacob	jacob	jacob
Genesis 38:29	143	Perez	perez	perez
Genesis 38:30	97	Zerah	zerah-son-of-judah	zerah-son-of-judah
Genesis 39:1	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 39:2	16	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 39:4	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 39:5	120	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 39:6	27	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 39:6	117	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 39:7	54	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 39:10	16	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 39:20	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 39:21	20	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 39:22	38	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 40:3	98	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 40:4	42	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 40:6	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 40:8	87	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 40:9	39	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 40:12	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 40:16	70	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 40:18	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 40:22	34	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 40:23	41	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:14	29	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:15	16	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:16	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:17	17	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:25	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:38	84	Spirit of God	holy-spirit	holy-spirit
Genesis 41:39	16	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:41	16	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:42	62	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:44	16	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:45	15	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:45	122	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:46	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:46	72	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:49	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:50	3	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:51	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:51	40	Manasseh	-	manasseh-king-of-judah
Genesis 41:54	49	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:55	126	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:56	50	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 41:57	34	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 42:1	4	Jacob	jacob	jacob
Genesis 42:1	49	Jacob	jacob	jacob
Genesis 42:3	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 42:4	4	Jacob	jacob	jacob
Genesis 42:4	32	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 42:6	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 42:6	89	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 42:7	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 42:8	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 42:9	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 42:14	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 42:18	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 42:23	22	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 42:24	98	Simeon	-	simeon-at-the-temple
Genesis 42:25	5	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 42:29	13	Jacob	jacob	jacob
Genesis 42:36	0	Jacob	jacob	jacob
Genesis 42:36	73	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 42:36	92	Simeon	-	simeon-at-the-temple
Genesis 43:15	132	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 43:16	5	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 43:17	15	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 43:17	64	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 43:18	50	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 43:19	33	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 43:23	155	Simeon	-	simeon-at-the-temple
Genesis 43:24	29	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 43:25	30	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 43:26	5	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 43:30	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 44:2	122	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 44:4	62	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 44:14	31	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 44:15	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:1	5	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:1	160	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:3	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:3	35	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:4	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:4	87	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:9	68	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:16	56	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:17	16	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:21	27	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:25	64	Jacob	jacob	jacob
Genesis 45:26	24	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:27	31	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:27	95	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 45:27	139	Jacob	jacob	jacob
Genesis 45:28	28	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 46:1	110	Isaac	isaac	isaac
Genesis 46:2	60	Jacob	jacob	jacob
Genesis 46:2	67	Jacob	jacob	jacob
Genesis 46:4	75	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 46:5	0	Jacob	jacob	jacob
Genesis 46:5	61	Jacob	jacob	jacob
Genesis 46:6	111	Jacob	jacob	jacob
Genesis 46:8	68	Jacob	jacob	jacob
Genesis 46:8	96	Jacob	jacob	jacob
Genesis 46:9	35	Hezron	hezron-son-of-perez	hezron-son-of-perez
Genesis 46:10	12	Simeon	-	simeon-at-the-temple
Genesis 46:11	12	Levi	-	matthew-levi
Genesis 46:12	37	Perez	perez	perez
Genesis 46:12	48	Zerah	zerah-son-of-judah	zerah-son-of-judah
Genesis 46:12	111	Perez	perez	perez
Genesis 46:12	122	Hezron	hezron-son-of-perez	hezron-son-of-perez
Genesis 46:15	22	Leah	leah	leah
Genesis 46:15	45	Jacob	jacob	jacob
Genesis 46:18	49	Leah	leah	leah
Genesis 46:18	91	Jacob	jacob	jacob
Genesis 46:19	12	Rachel	rachel	rachel
Genesis 46:19	20	Jacob	jacob	jacob
Genesis 46:19	34	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 46:20	3	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 46:20	41	Manasseh	-	manasseh-king-of-judah
Genesis 46:22	22	Rachel	rachel	rachel
Genesis 46:22	47	Jacob	jacob	jacob
Genesis 46:25	49	Rachel	rachel	rachel
Genesis 46:25	93	Jacob	jacob	jacob
Genesis 46:26	28	Jacob	jacob	jacob
Genesis 46:26	85	Jacob	jacob	jacob
Genesis 46:27	12	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 46:27	97	Jacob	jacob	jacob
Genesis 46:28	28	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 46:29	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 46:30	15	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 46:31	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:1	5	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:5	17	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:7	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:7	18	Jacob	jacob	jacob
Genesis 47:7	69	Jacob	jacob	jacob
Genesis 47:8	16	Jacob	jacob	jacob
Genesis 47:9	0	Jacob	jacob	jacob
Genesis 47:10	0	Jacob	jacob	jacob
Genesis 47:11	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:12	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:14	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:14	134	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:15	104	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:16	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:17	32	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:17	44	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:20	3	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:23	5	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:26	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 47:28	0	Jacob	jacob	jacob
Genesis 47:28	65	Jacob	jacob	jacob
Genesis 47:29	63	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 48:1	36	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 48:1	106	Manasseh	-	manasseh-king-of-judah
Genesis 48:2	13	Jacob	jacob	jacob
Genesis 48:2	48	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 48:3	0	Jacob	jacob	jacob
Genesis 48:3	14	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 48:5	116	Manasseh	-	manasseh-king-of-judah
Genesis 48:5	145	Simeon	-	simeon-at-the-temple
Genesis 48:7	36	Rachel	rachel	rachel
Genesis 48:8	11	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 48:9	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 48:11	15	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 48:12	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 48:13	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 48:13	80	Manasseh	-	manasseh-king-of-judah
Genesis 48:14	110	Manasseh	-	manasseh-king-of-judah
Genesis 48:14	160	Manasseh	-	manasseh-king-of-judah
Genesis 48:15	11	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 48:15	61	Abraham	abraham	abraham
Genesis 48:15	73	Isaac	isaac	isaac
Genesis 48:16	122	Abraham	abraham	abraham
Genesis 48:16	134	Isaac	isaac	isaac
Genesis 48:17	5	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 48:17	161	Manasseh	-	manasseh-king-of-judah
Genesis 48:18	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 48:20	101	Manasseh	-	manasseh-king-of-judah
Genesis 48:20	134	Manasseh	-	manasseh-king-of-judah
Genesis 48:21	15	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 49:1	0	Jacob	jacob	jacob
Genesis 49:2	43	Jacob	jacob	jacob
Genesis 49:5	1	Simeon	-	simeon-at-the-temple
Genesis 49:5	12	Levi	-	matthew-levi
Genesis 49:7	99	Jacob	jacob	jacob
Genesis 49:22	1	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 49:24	103	Jacob	jacob	jacob
Genesis 49:26	154	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 49:30	99	Abraham	abraham	abraham
Genesis 49:31	18	Abraham	abraham	abraham
Genesis 49:31	30	Sarah	sarah	sarah
Genesis 49:31	65	Isaac	isaac	isaac
Genesis 49:31	75	Rebekah	rebekah	rebekah
Genesis 49:31	113	Leah	leah	leah
Genesis 49:33	5	Jacob	jacob	jacob
Genesis 50:1	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:2	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:4	44	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:7	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:8	17	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:11	178	Abel	abel	abel
Genesis 50:13	110	Abraham	abraham	abraham
Genesis 50:14	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:15	5	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:15	82	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:16	23	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:17	16	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:17	207	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:19	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:22	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:22	51	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:23	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:23	95	Manasseh	-	manasseh-king-of-judah
Genesis 50:23	118	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:24	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:24	137	Abraham	abraham	abraham
Genesis 50:24	149	Isaac	isaac	isaac
Genesis 50:24	163	Jacob	jacob	jacob
Genesis 50:25	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Genesis 50:26	3	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Exodus 1:1	106	Jacob	jacob	jacob
Exodus 1:2	8	Simeon	-	simeon-at-the-temple
Exodus 1:2	16	Levi	-	matthew-levi
Exodus 1:5	30	Jacob	jacob	jacob
Exodus 1:5	67	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Exodus 1:6	0	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Exodus 1:8	55	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
Exodus 2:1	22	Levi	-	matthew-levi
Exodus 2:1	55	Levi	-	matthew-levi
Exodus 2:10	96	Moses	moses	moses
Exodus 2:11	20	Moses	moses	moses
Exodus 2:14	106	Moses	moses	moses
Exodus 2:15	53	Moses	moses	moses
Exodus 2:15	64	Moses	moses	moses
Exodus 2:17	44	Moses	moses	moses
Exodus 2:21	0	Moses	moses	moses
Exodus 2:21	49	Moses	moses	moses
Exodus 2:24	63	Abraham	abraham	abraham
Exodus 2:24	77	Isaac	isaac	isaac
Exodus 2:24	93	Jacob	jacob	jacob
Exodus 3:1	4	Moses	moses	moses
Exodus 3:3	0	Moses	moses	moses
Exodus 3:4	105	Moses	moses	moses
Exodus 3:4	112	Moses	moses	moses
Exodus 3:6	59	Abraham	abraham	abraham
Exodus 3:6	79	Isaac	isaac	isaac
Exodus 3:6	101	Jacob	jacob	jacob
Exodus 3:6	109	Moses	moses	moses
Exodus 3:11	0	Moses	moses	moses
Exodus 3:13	0	Moses	moses	moses
Exodus 3:14	12	Moses	moses	moses
Exodus 3:15	21	Moses	moses	moses
Exodus 3:15	118	Abraham	abraham	abraham
Exodus 3:15	138	Isaac	isaac	isaac
Exodus 3:15	160	Jacob	jacob	jacob
Exodus 3:16	106	Abraham	abraham	abraham
Exodus 3:16	118	Isaac	isaac	isaac
Exodus 3:16	132	Jacob	jacob	jacob
Exodus 4:1	0	Moses	moses	moses
Exodus 4:3	89	Moses	moses	moses
Exodus 4:4	15	Moses	moses	moses
Exodus 4:5	73	Abraham	abraham	abraham
Exodus 4:5	93	Isaac	isaac	isaac
Exodus 4:5	115	Jacob	jacob	jacob
Exodus 4:10	0	Moses	moses	moses
Exodus 4:14	30	Moses	moses	moses
Exodus 4:14	62	Aaron	aaron	aaron
Exodus 4:18	0	Moses	moses	moses
Exodus 4:18	186	Moses	moses	moses
Exodus 4:19	15	Moses	moses	moses
Exodus 4:20	0	Moses	moses	moses
Exodus 4:20	98	Moses	moses	moses
Exodus 4:21	15	Moses	moses	moses
Exodus 4:24	42	Moses	moses	moses
Exodus 4:27	15	Aaron	aaron	aaron
Exodus 4:27	54	Moses	moses	moses
Exodus 4:28	0	Moses	moses	moses
Exodus 4:28	11	Aaron	aaron	aaron
Exodus 4:29	0	Moses	moses	moses
Exodus 4:29	10	Aaron	aaron	aaron
Exodus 4:30	0	Aaron	aaron	aaron
Exodus 4:30	53	Moses	moses	moses
Exodus 5:1	10	Moses	moses	moses
Exodus 5:1	20	Aaron	aaron	aaron
Exodus 5:4	45	Moses	moses	moses
Exodus 5:4	55	Aaron	aaron	aaron
Exodus 5:20	9	Moses	moses	moses
Exodus 5:20	19	Aaron	aaron	aaron
Exodus 5:22	0	Moses	moses	moses
Exodus 6:1	15	Moses	moses	moses
